title,review,vote
The Nutty Professor,"This is good, seamless comedy.",fresh
The Nutty Professor,"This is a chance to see Murphy doing what he does best, and for that alone it's worth seeing.",fresh
The Nutty Professor,The flick is sketch comedy spun out to feature length.,rotten
The Nutty Professor,"Eddie Murphy is funny again. Sadly, he lacks the guts to follow through on the cathartic self-satire that gives the film its distinction.",fresh
The Nutty Professor,"Messy, raucous, crude and undisciplined though this remake of the 1963 Jerry Lewis vehicle is, it also creates more laughter (and poignancy) than any Eddie Murphy movie has in quite some time.",fresh
The Nutty Professor,"Murphy proves himself a surprisingly strong actor here, playing Sherman with sweetness and poignancy, not to mention loads of funny weight-related humor.",fresh
The Nutty Professor,This movie is a little too interested in easy jokes to bother with having a heart.,rotten
The Nutty Professor,"The movie succeeds in two different ways: It's sweet and good-hearted, and then again it's raucous slapstick and bathroom humor.",fresh
The Nutty Professor,"At long last again, an Eddie Murphy movie has its plug in the socket.",fresh
The Nutty Professor,"Murphy outdoes himself by bringing pathos as well as sweetness to the character, arguably making him a viable update of Lewis's bucktoothed Julius Kelp.",fresh
The Nutty Professor,An uneven but hilarious remake.,fresh
The Nutty Professor,"The Nutty Professor isn't much of a movie, but it's certainly a prime showcase for Eddie Murphy's enormous talent.",fresh
En compagnie d'Antonin Artaud,Sami Frey gives an astonishingly intense perfromance in his portrait of the genius and madness of the famed French poet-intellectual.,fresh
Daylight,"Though the explosion that seals off New York and New Jersey will have even curious theater concession stand crews bolting their posts, the characterizations are strictly low-cal.",rotten
The Frighteners,"Story was originally conceived as an episode of ""Tales From the Crypt,"" and that is perhaps what it should have remained, as the thinness of the conceit shows throughout, painfully so in the first half.",rotten
The Frighteners,"At times the relentless special effects and tangled plotting veer towards visual and narrative overkill, but the final tonal swerve is shocking and effective.",fresh
The Frighteners,"The actors can't keep the film's mood from verging on hysteria as the story roams all over the map. ""The Frighteners"" has flitted everywhere, even to heaven and hell, before it's over.",rotten
The Frighteners,"Fortunately director Jackson, at home with all kinds of excess, keeps everything spinning nicely, not even losing a step when the mood turns increasingly disturbing.",fresh
The Frighteners,"Incredible, the amount of work that went into ``The Frighteners.'' And appalling.",rotten
The Frighteners,A mess with sporadic flashes of creativity.,rotten
The Frighteners,An object lesson in what to avoid when making the transition from low-budget films to studio productions.,rotten
The Frighteners,The Frighteners is ... that rare horror film that actually gets better as it proceeds; this scare machine has a heart and a brain.,fresh
Harriet the Spy,A very draggy affair because Harriet's exploits are treated like an episodic laundry list.,rotten
Harriet the Spy,"There's dancing, and bubble blowing and bed bouncing that's entirely aimless and Harriet's neighborhood sleuthing becomes particularly pointless.",rotten
Harriet the Spy,"The film's OK, a little thick with sensory overload, but it wasn't made for old guys like me.",rotten
Harriet the Spy,...a tedious adaptation...,rotten
Harriet the Spy,"As the film progresses, the story becomes engaging.",fresh
Harriet the Spy,"Harriet the Spy is an intelligent, insightful look at the tribulations of being a creative, misunderstood misfit at age eleven.",fresh
Harriet the Spy,"There's a certain amateurish quality about Harriet the Spy, but it's more the TV-trained grownups behind the camera...than the pint-sized thespians in front of it.",rotten
Harriet the Spy,...the pacing is slow and there are scenes that seem amateurish...,rotten
Harriet the Spy,"Fresh and charming, it never plays down to kids.",fresh
Harriet the Spy,"Harriet the Spy has real character in some of its details, but it never feels like much more than a low-budget TV show.",rotten
Phenomenon,"Works best if you can switch off your brain. Those who can will reach weepy nirvana. Those who can't will find this sticky-sweet wallow a bit, well, dumb.",rotten
Walking and Talking,Comes perilously close to becoming a gab-fest treadmill.,rotten
She's the One,"Burns manages to take on a laundry list of touchy issues in a relatively frank, unflinching manner. His characters retain their dignity and integrity without false dramatic redemption. It's a true adult saga.",fresh
She's the One,"A bland, so-so romantic comedy without the charm to see it through.",rotten
She's the One,"She's the One isn't slick, smooth or particularly good, and it offers only a perfunctory exploration of the human heart.",rotten
She's the One,Edward Burns returns to the themes of family and love that he examined in The Brothers McMullen.,fresh
She's the One,"Sadly, the 28-year-old Irish auteur from New York lost his footing while stepping up the Hollywood food chain. Slickness set in.",rotten
She's the One,"A funnier, more polished variation on actor/director Ed Burns' The Brothers McMullen.",fresh
She's the One,"Burns emphatically avoids sophomore slump with an inviting, ruefully funny film that lives up to his initial promise.",fresh
She's the One,"Although the movie disappointed me, it did not dishearten me about Edwards Burns as an actor or filmmaker.",rotten
She's the One,"The sophomore jinx, the bane of hot, young film makers, has struck again.",rotten
She's the One,"A quality, offbeat movie.",fresh
She's the One,Light but hilarious...,fresh
A Time to Kill,A likable -- maybe even lovable -- movie.,fresh
A Time to Kill,"Although it has its share of implausibilities, A Time To Kill is generally the most satisfying of the John Grisham screen adaptations to date.",fresh
A Time to Kill,"Justice may be blind, but rarely have courtroom dramas presumed quite so heavily on cultural myopia as this heinous version of John Grisham's first novel.",rotten
A Time to Kill,"If the film doesn't add up to a cogent legal argument, neither does it have trouble delivering 2 hours and 20 minutes' worth of sturdy, highly charged drama.",fresh
A Time to Kill,"Untrained as an actor, with only three minor roles to his credit, McConaughey holds the screen against Samuel L. Jackson, Sandra Bullock and Kevin Spacey, and completely justifies the buzz surrounding his role...",fresh
A Time to Kill,"McConaughey, 26, is dynamite in a performance of smarts, sexiness, scrappy humor and unmistakable star sizzle.",fresh
A Time to Kill,A skillfully constructed morality play that pushes all the right buttons and arrives at all the right conclusions.,fresh
A Time to Kill,"Like many artists today, Grisham and Schumacher exploit racial tension without understanding it.",rotten
A Time to Kill,"Despite certain drawbacks, A Time to Kill is involving, energetic, and occasionally thought-provoking. All things considered, this film will make for a worthwhile trip to the cinema for all, not just those who have time to kill.",fresh
A Time to Kill,A handsome but riotously cluttered melodrama with maybe 145 subplots.,rotten
American Buffalo,"A three-character, one-set chamber piece, pic lacks the bravura moments of the film version of the playwright's Glengarry Glen Ross",fresh
Les rendez-vous de Paris,"There are bits of the three-episode Rendezvous in Paris that are, if not like watching paint dry, like watching the painter spackle the picture-hook holes and edge around the windows.",rotten
Les rendez-vous de Paris,"As with many of his other films, Rohmer proves that social intercourse can be as delightful as the sexual variety.",fresh
Les rendez-vous de Paris,"Somehow Rohmer keeps it fresh, if only because, after more than 30 years of making the same movie, there can be no doubt he's sincere.",fresh
